row id,Consignment_ID,Packet_ID,Part_ID,Total_Parts,total part_Weight (in kgs),Packet_Cost (in INR),Shipment_DateTime
135,CN_19520_7,660042,2882,15,9.663538073,103.5067088,6/11/2023 23:56
136,CN_19520_7,660042,26867,18,5.573422762,103.5067088,6/12/2023 4:38
137,CN_19520_7,9315286,7657,30,5.30532502,917.1517607,6/11/2023 20:39
138,CN_19520_7,9315286,53730,50,6.788994035,917.1517607,6/11/2023 16:40
139,CN_19520_7,9315286,23044,16,5.120891174,917.1517607,6/11/2023 22:20
140,CN_19520_7,9315286,10044,47,1.784973717,917.1517607,6/12/2023 10:03
141,CN_19520_7,9315286,26226,12,8.466614908,917.1517607,6/12/2023 0:01
142,CN_19520_7,9315286,83469,17,2.441663321,917.1517607,6/11/2023 18:56
143,CN_19520_7,9315286,96855,26,3.658600725,917.1517607,6/12/2023 13:51
144,CN_19520_7,9315286,30285,17,2.666262868,917.1517607,6/12/2023 3:15
145,CN_19520_7,9315286,42039,28,8.134645076,917.1517607,6/12/2023 1:22
146,CN_19520_7,970670,15154,27,5.028131271,386.7067845,6/12/2023 12:18
147,CN_19520_7,970670,36671,18,5.029570885,386.7067845,6/11/2023 19:25
148,CN_19520_8,1119084,46456,45,9.027066426,452.1655821,6/12/2023 2:28
149,CN_19520_8,1119084,83653,11,3.190917182,452.1655821,6/12/2023 8:30
150,CN_19520_8,1119084,20075,47,7.418351699,452.1655821,6/12/2023 2:12
151,CN_19520_8,1119084,63843,38,8.095684435,452.1655821,6/11/2023 19:03
152,CN_19520_8,1119084,41218,14,3.876779074,452.1655821,6/12/2023 5:30
153,CN_19520_8,1119084,83355,32,1.264029535,452.1655821,6/11/2023 20:03
154,CN_19520_8,3743111,78638,18,7.549864393,216.4746606,6/12/2023 10:13
155,CN_19520_8,3743111,56798,17,6.387746922,216.4746606,6/11/2023 16:55
156,CN_19520_8,3743111,43289,11,8.436984208,216.4746606,6/12/2023 3:55
157,CN_19520_9,9071612,78787,37,7.467505706,943.9931592,6/12/2023 7:54
158,CN_19520_9,9071612,69340,38,6.115042109,943.9931592,6/12/2023 12:36
159,CN_19520_9,9071612,35407,32,7.326815535,943.9931592,6/12/2023 1:48
160,CN_19520_9,9071612,18876,38,3.336814642,943.9931592,6/11/2023 19:27
161,CN_19520_9,9071612,70297,35,4.6506274,943.9931592,6/12/2023 0:24
162,CN_19520_9,9071612,87048,25,9.231914534,943.9931592,6/12/2023 1:02
163,CN_19520_9,9071612,60225,39,4.347808714,943.9931592,6/12/2023 13:50
164,CN_19520_9,1406353,9792,33,4.616324688,317.3520251,6/11/2023 23:51
165,CN_19520_9,1406353,79736,19,7.480454121,317.3520251,6/12/2023 5:53
166,CN_19520_9,1406353,41609,44,2.894709158,317.3520251,6/11/2023 23:07
167,CN_19520_9,1406353,52409,25,4.487484319,317.3520251,6/11/2023 20:30
168,CN_19520_9,6461475,12791,34,1.988214341,211.4718862,6/11/2023 16:10
169,CN_19520_9,6461475,56269,30,5.380350153,211.4718862,6/11/2023 15:41
170,CN_19520_9,6461475,75869,22,5.879694608,211.4718862,6/12/2023 5:25
171,CN_19520_9,6461475,16756,14,1.710740598,211.4718862,6/11/2023 19:53
172,CN_19520_9,6461475,52572,17,4.111052268,211.4718862,6/12/2023 2:53
173,CN_19520_9,9954000,80352,36,5.778421604,958.8294759,6/12/2023 15:18
174,CN_19520_9,9954000,21313,19,1.996109088,958.8294759,6/11/2023 22:32
175,CN_19520_9,9954000,85929,34,3.895696822,958.8294759,6/12/2023 0:25
176,CN_19520_9,9954000,12499,44,8.440210453,958.8294759,6/12/2023 3:10
177,CN_19520_9,9954000,76,24,8.793703747,958.8294759,6/12/2023 13:26
178,CN_19520_9,9954000,64327,38,3.23853728,958.8294759,6/12/2023 0:40
179,CN_19520_9,9954000,75133,18,6.596263561,958.8294759,6/11/2023 16:55
180,CN_19520_9,9954000,63754,50,7.527051568,958.8294759,6/12/2023 4:32
181,CN_19520_10,7048696,91239,25,6.461471357,763.8869865,6/11/2023 21:16
182,CN_19520_10,7048696,83618,23,5.943518145,763.8869865,6/12/2023 7:07
183,CN_19520_10,7048696,53463,39,4.334447935,763.8869865,6/12/2023 8:08
184,CN_19520_10,7048696,37294,19,5.996024262,763.8869865,6/12/2023 13:39
185,CN_19520_10,7048696,13356,42,3.13185336,763.8869865,6/11/2023 22:30
186,CN_19520_10,7048696,51058,24,5.932389934,763.8869865,6/12/2023 14:36
187,CN_19520_10,7048696,87671,27,4.213957761,763.8869865,6/11/2023 16:01
188,CN_19520_10,6716698,99129,12,6.232898419,541.6986082,6/12/2023 0:36
189,CN_19520_10,6716698,11166,25,7.730078938,541.6986082,6/11/2023 19:10
190,CN_19520_10,6716698,85344,40,4.45908281,541.6986082,6/12/2023 9:27
191,CN_19520_10,6716698,42611,24,6.377066799,541.6986082,6/12/2023 14:49
192,CN_19520_10,6716698,74147,36,1.829165067,541.6986082,6/12/2023 4:00
193,CN_19520_11,9322107,28613,16,3.689703928,539.9268741,6/12/2023 11:36
194,CN_19520_11,9322107,75287,32,4.052993545,539.9268741,6/12/2023 11:00
195,CN_19520_11,9322107,53971,28,6.511374751,539.9268741,6/12/2023 4:18
196,CN_19520_12,9649187,52551,22,1.479334929,993.7139615,6/12/2023 9:44
197,CN_19520_12,9649187,80653,23,5.474067483,993.7139615,6/12/2023 9:34
198,CN_19520_12,9649187,35869,25,9.530943265,993.7139615,6/11/2023 22:05
199,CN_19520_12,9649187,40229,31,7.571652058,993.7139615,6/12/2023 1:16
200,CN_19520_12,9649187,50646,33,8.701090219,993.7139615,6/12/2023 1:29
201,CN_19520_12,9649187,61118,49,9.856754719,993.7139615,6/11/2023 17:13
202,CN_19520_12,9649187,56999,46,8.181753681,993.7139615,6/11/2023 20:12
203,CN_19520_12,9649187,90544,10,8.755007088,993.7139615,6/11/2023 23:40
204,CN_19520_12,9649187,75287,40,1.377701371,993.7139615,6/12/2023 3:28
205,CN_19520_12,5292288,17711,21,7.622538636,156.7843671,6/11/2023 22:18
206,CN_19520_12,5292288,37692,28,3.08641417,156.7843671,6/11/2023 22:01
207,CN_19520_12,5292288,7789,32,2.709259511,156.7843671,6/12/2023 14:48
208,CN_19520_12,5292288,60240,17,5.166653502,156.7843671,6/11/2023 22:37
209,CN_19520_12,5292288,95781,28,9.995715798,156.7843671,6/11/2023 19:07
210,CN_19520_12,5292288,64974,40,7.721091212,156.7843671,6/12/2023 5:21
211,CN_19520_12,5292288,756,33,7.891207004,156.7843671,6/12/2023 7:52
212,CN_19520_12,5292288,64961,46,6.814334982,156.7843671,6/12/2023 4:55
213,CN_19519_1,635404,14600,26,4.77984642,600.9691101,6/12/2023 14:55
214,CN_19519_1,635404,93216,11,7.347963536,600.9691101,6/12/2023 15:06
215,CN_19519_1,635404,28360,27,1.407819776,600.9691101,6/12/2023 5:23
216,CN_19519_1,635404,14405,38,7.252905822,600.9691101,6/11/2023 17:50
217,CN_19519_1,747832,36234,45,3.496009338,325.0134905,6/12/2023 14:09
218,CN_19519_1,747832,39985,40,9.728201082,325.0134905,6/12/2023 13:18
219,CN_19519_1,747832,91468,19,7.143175488,325.0134905,6/12/2023 8:35
220,CN_19519_2,3029134,71678,24,1.245553235,550.9664383,6/11/2023 20:31
221,CN_19519_2,3029134,67182,31,4.904783479,550.9664383,6/12/2023 9:16
222,CN_19519_2,3029134,11828,46,6.675152374,550.9664383,6/12/2023 6:02
223,CN_19519_2,2548495,4961,47,2.605030872,686.014378,6/11/2023 21:38
224,CN_19519_2,2548495,16730,27,8.234023537,686.014378,6/12/2023 14:19
225,CN_19519_2,2548495,8390,38,5.226101859,686.014378,6/12/2023 2:03
226,CN_19519_2,2548495,96329,31,9.862015461,686.014378,6/12/2023 5:59
227,CN_19519_2,2548495,88178,48,3.06218767,686.014378,6/12/2023 15:16
228,CN_19519_2,2548495,3851,29,8.657486922,686.014378,6/12/2023 1:27
229,CN_19519_2,2548495,52057,22,4.807254464,686.014378,6/11/2023 23:43
230,CN_19519_2,4383836,54335,45,9.493204641,260.5514841,6/12/2023 4:13
231,CN_19519_2,4383836,51458,48,4.550163881,260.5514841,6/12/2023 13:02
232,CN_19519_2,4383836,47332,37,1.671816691,260.5514841,6/11/2023 20:36
233,CN_19519_2,4383836,2437,40,8.065705236,260.5514841,6/12/2023 5:49
234,CN_19519_2,7300089,43025,50,6.558068204,481.5633764,6/12/2023 8:35
235,CN_19519_2,7300089,21556,16,1.317911661,481.5633764,6/12/2023 2:48
236,CN_19519_2,7300089,48634,33,1.749586109,481.5633764,6/12/2023 9:11
237,CN_19519_2,7300089,62057,32,5.393400087,481.5633764,6/12/2023 10:55
238,CN_19519_3,9951334,64871,21,3.457699003,744.5680452,6/12/2023 13:53
239,CN_19519_3,9951334,57247,44,9.510599342,744.5680452,6/12/2023 2:01
240,CN_19519_3,9951334,70933,30,4.91632348,744.5680452,6/12/2023 10:41
241,CN_19519_3,782305,352,11,1.052623914,883.8855589,6/11/2023 19:49
242,CN_19519_3,782305,63862,42,8.087039769,883.8855589,6/12/2023 0:28
243,CN_19519_3,782305,32763,19,4.609389223,883.8855589,6/12/2023 4:41
244,CN_19519_4,8631475,9805,45,3.454761123,917.8522184,6/12/2023 4:26
245,CN_19519_4,8631475,82243,34,5.24793845,917.8522184,6/12/2023 11:33
246,CN_19519_4,8631475,8659,39,4.314432502,917.8522184,6/11/2023 23:10
247,CN_19519_4,9453021,23741,20,6.802626977,131.6358919,6/11/2023 16:25
248,CN_19519_4,9453021,33442,19,2.929423831,131.6358919,6/11/2023 23:21
249,CN_19519_4,9453021,68813,21,6.242968285,131.6358919,6/11/2023 18:45
250,CN_19519_5,2136302,30536,26,5.043434629,816.0184758,6/12/2023 0:57
251,CN_19519_5,2136302,65208,23,2.061564734,816.0184758,6/11/2023 18:33
252,CN_19519_5,2136302,57777,38,8.932905659,816.0184758,6/11/2023 22:05
253,CN_19519_5,2136302,56597,15,2.872672033,816.0184758,6/12/2023 14:46
254,CN_19519_5,2136302,22245,23,4.743953189,816.0184758,6/11/2023 20:47
255,CN_19519_5,2136302,1003,39,7.723232948,816.0184758,6/12/2023 8:20
256,CN_19519_5,2136302,70212,41,9.942190992,816.0184758,6/12/2023 7:22
257,CN_19519_5,2732308,14632,30,8.976756516,180.7827284,6/12/2023 3:32
258,CN_19519_5,2732308,84051,10,4.326815745,180.7827284,6/12/2023 9:46
259,CN_19519_5,9267779,89092,35,1.413153519,223.7044649,6/11/2023 20:35
260,CN_19519_5,9267779,25681,30,6.418953146,223.7044649,6/12/2023 2:26
261,CN_19519_5,9267779,16633,14,6.022416176,223.7044649,6/12/2023 6:00
262,CN_19519_5,9267779,7366,50,4.994484264,223.7044649,6/12/2023 8:51
263,CN_19519_5,9267779,57137,44,5.956207824,223.7044649,6/12/2023 1:12
264,CN_19519_6,9477453,70625,47,8.472732331,147.1751655,6/12/2023 11:55
265,CN_19519_6,9477453,97416,10,5.491944591,147.1751655,6/12/2023 1:56
266,CN_19519_6,9477453,99526,14,5.846251098,147.1751655,6/11/2023 16:21
267,CN_19519_6,9477453,28650,12,1.339607626,147.1751655,6/12/2023 14:17
268,CN_19519_6,9477453,30743,27,3.525377645,147.1751655,6/11/2023 21:18
269,CN_19519_6,9477453,18937,34,1.602783682,147.1751655,6/11/2023 19:21
270,CN_19519_6,8602102,83098,48,5.267051807,222.3957566,6/12/2023 6:27
271,CN_19519_6,8602102,8545,17,4.236590519,222.3957566,6/12/2023 8:09
272,CN_19519_6,8602102,80007,12,5.205599257,222.3957566,6/12/2023 2:24
273,CN_19519_6,8602102,42459,33,3.894736394,222.3957566,6/11/2023 16:36
274,CN_19519_6,8602102,74801,17,7.077641496,222.3957566,6/12/2023 12:06
275,CN_19519_7,8691578,56218,29,1.794984703,326.0568677,6/11/2023 17:59
276,CN_19519_7,8691578,94933,42,2.300642662,326.0568677,6/12/2023 11:50
277,CN_19519_7,8691578,97834,18,5.026806016,326.0568677,6/12/2023 14:05
278,CN_19519_7,8691578,80075,34,3.406115855,326.0568677,6/12/2023 1:03
279,CN_19519_7,873428,65385,38,2.003291162,103.1819452,6/12/2023 9:24
280,CN_19519_7,873428,37856,20,3.006355061,103.1819452,6/12/2023 12:56
281,CN_19519_7,873428,62907,27,2.572976236,103.1819452,6/12/2023 4:58
282,CN_19519_7,873428,60230,39,8.339615461,103.1819452,6/12/2023 10:38
283,CN_19519_7,873428,31389,46,1.869582122,103.1819452,6/11/2023 16:36
284,CN_19519_7,873428,50110,38,8.661713388,103.1819452,6/12/2023 0:35
285,CN_19519_7,873428,76673,43,3.911227581,103.1819452,6/12/2023 8:57
286,CN_19519_7,873428,61189,26,6.44710553,103.1819452,6/12/2023 5:49
287,CN_19519_7,873428,25855,20,2.379774445,103.1819452,6/11/2023 22:42
288,CN_19519_8,6448554,85279,43,3.794349739,991.3872313,6/11/2023 21:36
289,CN_19519_8,6448554,27251,18,6.668576249,991.3872313,6/12/2023 6:56
290,CN_19519_8,6448554,63162,31,7.46617496,991.3872313,6/12/2023 11:19
291,CN_19519_8,6448554,79298,10,5.695775274,991.3872313,6/12/2023 10:09
292,CN_19519_8,6448554,1607,45,8.567988392,991.3872313,6/11/2023 17:05
293,CN_19519_8,6448554,17691,40,8.81036354,991.3872313,6/12/2023 14:50
294,CN_19519_8,6448554,99873,41,4.409095529,991.3872313,6/12/2023 12:06
295,CN_19519_8,6448554,44332,48,5.244835985,991.3872313,6/11/2023 19:57
296,CN_19519_8,6448554,99314,49,2.62791559,991.3872313,6/12/2023 6:54
297,CN_19519_8,6448554,9998,34,7.363572479,991.3872313,6/12/2023 7:36
298,CN_19519_9,3956347,91903,36,6.672610689,371.9959833,6/11/2023 22:32
299,CN_19519_9,3956347,65308,37,9.910652841,371.9959833,6/11/2023 21:32
300,CN_19519_9,3956347,10028,50,2.676922413,371.9959833,6/12/2023 5:11
301,CN_19519_9,3956347,3302,22,8.581707366,371.9959833,6/12/2023 14:27
302,CN_19519_9,3277372,55410,31,3.376276879,519.2103018,6/11/2023 21:31
303,CN_19519_9,3277372,11276,35,8.029659117,519.2103018,6/11/2023 22:58
304,CN_19519_9,3277372,91965,37,8.38148018,519.2103018,6/11/2023 22:13
305,CN_19519_9,3277372,66737,11,1.725749406,519.2103018,6/11/2023 22:27
306,CN_19519_9,3277372,18535,39,7.054553511,519.2103018,6/12/2023 11:32
307,CN_19519_9,3277372,34960,28,6.076381934,519.2103018,6/12/2023 8:05
308,CN_19519_9,1679852,66984,19,3.958228674,847.6820502,6/11/2023 18:54
309,CN_19519_9,1679852,52125,39,5.248175805,847.6820502,6/11/2023 23:52
310,CN_19519_9,1679852,96085,11,3.209178688,847.6820502,6/12/2023 14:53
311,CN_19519_9,1679852,17043,22,9.723214891,847.6820502,6/11/2023 17:22
312,CN_19519_9,1679852,93349,16,3.605075096,847.6820502,6/11/2023 15:26
313,CN_19519_9,1679852,31461,46,3.957507325,847.6820502,6/12/2023 9:45
314,CN_19519_9,1679852,22312,42,7.192361095,847.6820502,6/11/2023 18:44
315,CN_19519_10,4435496,10038,32,2.991220206,117.9539067,6/12/2023 14:41
316,CN_19519_10,4435496,29708,20,1.45149533,117.9539067,6/12/2023 6:47
317,CN_19519_10,4435496,24318,33,5.748393755,117.9539067,6/12/2023 11:20
318,CN_19519_10,4435496,72778,13,3.048658233,117.9539067,6/11/2023 17:47
319,CN_19519_10,4435496,27644,47,3.143807619,117.9539067,6/12/2023 8:25
320,CN_19519_10,4435496,96816,18,6.589631239,117.9539067,6/11/2023 22:04
321,CN_19519_10,4435496,37272,27,3.93003728,117.9539067,6/12/2023 2:18
322,CN_19519_10,4435496,89792,25,8.364629522,117.9539067,6/12/2023 12:35
323,CN_19519_10,4435496,78749,34,7.28625165,117.9539067,6/12/2023 4:03
324,CN_19519_10,1471555,1427,20,6.72754053,171.2727273,6/11/2023 22:13
325,CN_19519_10,1471555,4798,17,9.517560044,171.2727273,6/11/2023 17:05
326,CN_19519_10,1471555,42595,16,9.191293019,171.2727273,6/11/2023 17:17
327,CN_19519_10,1471555,70345,21,5.14149957,171.2727273,6/12/2023 4:16
328,CN_19519_10,1471555,53980,18,7.569804827,171.2727273,6/12/2023 3:31
329,CN_19519_10,1471555,2468,28,2.965564992,171.2727273,6/12/2023 5:17
330,CN_19519_10,1471555,46776,21,5.343614093,171.2727273,6/12/2023 9:07
331,CN_19519_10,1471555,43536,43,6.142923558,171.2727273,6/11/2023 18:20
